   6.9764143e+02   1.0236467e+02   1.7629698e+02   1.0000000e+00   1.8599306e+02   2.7400744e+02   1.0000000e+00
   6.9802478e+02   1.0230409e+02   1.7561851e+02   1.0000000e+00   1.8601547e+02   2.7401397e+02   1.0000000e+00
   6.9913766e+02   1.0151583e+02   1.7485576e+02   1.0000000e+00   1.8701192e+02   2.7501292e+02   1.0000000e+00
   6.9957997e+02   1.0103651e+02   1.7538507e+02   1.0000000e+00   1.8788114e+02   2.7586384e+02   1.0000000e+00
   6.9987723e+02   1.0188635e+02   1.7504633e+02   1.0000000e+00   1.8800110e+02   2.7449945e+02   1.0000000e+00
   7.0254797e+02   1.0023190e+02   1.7405470e+02   1.0000000e+00   1.9099944e+02   2.7648691e+02   1.0000000e+00
   7.0299160e+02   9.7302549e+01   1.7611092e+02   1.0000000e+00   1.9200055e+02   2.8049862e+02   1.0000000e+00
   7.0101546e+02   9.8983908e+01   1.7707211e+02   1.0000000e+00   1.8999944e+02   2.7852596e+02   1.0000000e+00
   7.0068374e+02   1.0126693e+02   1.7368705e+02   1.0000000e+00   1.8847926e+02   2.7499776e+02   1.0000000e+00
   7.0381353e+02   9.8959646e+01   1.7083167e+02   1.0000000e+00   1.9087375e+02   2.7787320e+02   1.0000000e+00
   7.0807664e+02   9.4186306e+01   1.6916654e+02   1.0000000e+00   1.9500190e+02   2.8371365e+02   1.0000000e+00
   7.1013723e+02   9.2779011e+01   1.6777433e+02   1.0000000e+00   1.9684912e+02   2.8510493e+02   1.0000000e+00
   7.1144937e+02   9.2519724e+01   1.6673937e+02   1.0000000e+00   1.9799889e+02   2.8549972e+02   1.0000000e+00
   7.1318948e+02   9.0104402e+01   1.6669325e+02   1.0000000e+00   1.9999887e+02   2.8847549e+02   1.0000000e+00
   7.1350971e+02   8.9221611e+01   1.6527799e+02   1.0000000e+00   1.9979267e+02   2.8920577e+02   1.0000000e+00
   7.1145294e+02   9.1059917e+01   1.6455150e+02   1.0000000e+00   1.9686863e+02   2.8687971e+02   1.0000000e+00
   7.1083523e+02   9.2312702e+01   1.6389595e+02   1.0000000e+00   1.9600000e+02   2.8546463e+02   1.0000000e+00
