   6.9764143e+02   1.0236467e+02   1.7629698e+02   1.0000000e+00   2.3329167e+02   2.3049339e+02   1.0000000e+00
   6.9802478e+02   1.0230409e+02   1.7561851e+02   1.0000000e+00   2.3349778e+02   2.3050111e+02   1.0000000e+00
   6.9913766e+02   1.0151583e+02   1.7485576e+02   1.0000000e+00   2.3335747e+02   2.2961817e+02   1.0000000e+00
   6.9957997e+02   1.0103651e+02   1.7538507e+02   1.0000000e+00   2.3276871e+02   2.2931252e+02   1.0000000e+00
   6.9987723e+02   1.0188635e+02   1.7504633e+02   1.0000000e+00   2.3282307e+02   2.3017040e+02   1.0000000e+00
   7.0254797e+02   1.0023190e+02   1.7405470e+02   1.0000000e+00   2.3207865e+02   2.2864507e+02   1.0000000e+00
   7.0299160e+02   9.7302549e+01   1.7611092e+02   1.0000000e+00   2.3049442e+02   2.2549368e+02   1.0000000e+00
   7.0101546e+02   9.8983908e+01   1.7707211e+02   1.0000000e+00   2.3079893e+02   2.2700044e+02   1.0000000e+00
   7.0068374e+02   1.0126693e+02   1.7368705e+02   1.0000000e+00   2.3348617e+02   2.2949253e+02   1.0000000e+00
   7.0381353e+02   9.8959646e+01   1.7083167e+02   1.0000000e+00   2.3350018e+02   2.2750055e+02   1.0000000e+00
   7.0807664e+02   9.4186306e+01   1.6916654e+02   1.0000000e+00   2.3261840e+02   2.2310225e+02   1.0000000e+00
   7.1013723e+02   9.2779011e+01   1.6777433e+02   1.0000000e+00   2.3248778e+02   2.2181512e+02   1.0000000e+00
   7.1144937e+02   9.2519724e+01   1.6673937e+02   1.0000000e+00   2.3245776e+02   2.2149462e+02   1.0000000e+00
   7.1318948e+02   9.0104402e+01   1.6669325e+02   1.0000000e+00   2.3162060e+02   2.1937549e+02   1.0000000e+00
   7.1350971e+02   8.9221611e+01   1.6527799e+02   1.0000000e+00   2.3248417e+02   2.1849322e+02   1.0000000e+00
   7.1145294e+02   9.1059917e+01   1.6455150e+02   1.0000000e+00   2.3399348e+02   2.2046145e+02   1.0000000e+00
   7.1083523e+02   9.2312702e+01   1.6389595e+02   1.0000000e+00   2.3498745e+02   2.2179561e+02   1.0000000e+00
   7.1159475e+02   9.1999485e+01   1.6159724e+02   1.0000000e+00   2.3601501e+02   2.2150481e+02   1.0000000e+00
   7.1176470e+02   9.2575088e+01   1.6033224e+02   1.0000000e+00   2.3683776e+02   2.2217736e+02   1.0000000e+00
   7.1198789e+02   9.2125334e+01   1.6127645e+02   1.0000000e+00   2.3598468e+02   2.2180631e+02   1.0000000e+00
   7.1291090e+02   9.1007624e+01   1.6067433e+02   1.0000000e+00   2.3606346e+02   2.2066197e+02   1.0000000e+00
   7.1367140e+02   8.9043184e+01   1.5921523e+02   1.0000000e+00   2.3663331e+02   2.1907766e+02   1.0000000e+00
   7.1799541e+02   8.1627831e+01   1.6101534e+02   1.0000000e+00   2.3334842e+02   2.1162095e+02   1.0000000e+00
   7.2335386e+02   7.3815686e+01   1.6439510e+02   1.0000000e+00   2.2783746e+02   2.0400000e+02   1.0000000e+00
   7.2564816e+02   6.8972700e+01   1.6616364e+02   1.0000000e+00   2.2544431e+02   1.9932544e+02   1.0000000e+00
   7.2840697e+02   6.3543012e+01   1.6634400e+02   1.0000000e+00   2.2399108e+02   1.9399851e+02   1.0000000e+00
   7.3429497e+02   5.4772526e+01   1.6677023e+02   1.0000000e+00   2.2095583e+02   1.8597689e+02   1.0000000e+00
   7.3977085e+02   4.7805165e+01   1.6792178e+02   1.0000000e+00   2.1700049e+02   1.7900148e+02   1.0000000e+00
   7.4512484e+02   4.3176693e+01   1.6832612e+02   1.0000000e+00   2.1396489e+02   1.7498677e+02   1.0000000e+00
   7.5002560e+02   4.0247956e+01   1.6753360e+02   1.0000000e+00   2.1184367e+02   1.7240303e+02   1.0000000e+00
   7.5302877e+02   3.8951379e+01   1.6809615e+02   1.0000000e+00   2.0962881e+02   1.7082851e+02   1.0000000e+00
   7.5523067e+02   3.7558677e+01   1.6979419e+02   1.0000000e+00   2.0700089e+02   1.6979947e+02   1.0000000e+00
   7.5774131e+02   3.5836332e+01   1.7007583e+02   1.0000000e+00   2.0549834e+02   1.6800332e+02   1.0000000e+00
   7.5739370e+02   3.3870075e+01   1.7497020e+02   1.0000000e+00   2.0247192e+02   1.6596412e+02   1.0000000e+00
   7.4836970e+02   3.6866470e+01   1.8497878e+02   1.0000000e+00   1.9998501e+02   1.6721210e+02   1.0000000e+00
   7.3637069e+02   4.5163802e+01   1.9389273e+02   1.0000000e+00   2.0027132e+02   1.7400258e+02   1.0000000e+00
   7.2370140e+02   5.5078546e+01   1.9893286e+02   1.0000000e+00   2.0326710e+02   1.8244625e+02   1.0000000e+00
   7.1294358e+02   6.3701384e+01   2.0333266e+02   1.0000000e+00   2.0599689e+02   1.9019751e+02   1.0000000e+00
   7.0631554e+02   6.8558070e+01   2.0579422e+02   1.0000000e+00   2.0797636e+02   1.9478318e+02   1.0000000e+00
   7.0199775e+02   7.1335794e+01   2.0596437e+02   1.0000000e+00   2.1014801e+02   1.9717247e+02   1.0000000e+00
   6.9912598e+02   7.3719165e+01   2.0621100e+02   1.0000000e+00   2.1150111e+02   1.9949963e+02   1.0000000e+00
   6.9688152e+02   7.4836058e+01   2.0616412e+02   1.0000000e+00   2.1307334e+02   2.0066090e+02   1.0000000e+00
   6.9117455e+02   7.5840194e+01   2.0587515e+02   1.0000000e+00   2.1650074e+02   2.0149963e+02   1.0000000e+00
   6.8277286e+02   7.8533050e+01   2.0501422e+02   1.0000000e+00   2.2248173e+02   2.0429231e+02   1.0000000e+00
   6.7423459e+02   8.0927465e+01   2.0389157e+02   1.0000000e+00   2.2848872e+02   2.0670702e+02   1.0000000e+00
   6.6403909e+02   8.1926970e+01   2.0497820e+02   1.0000000e+00   2.3428513e+02   2.0750032e+02   1.0000000e+00
   6.5177070e+02   8.1729145e+01   2.0428247e+02   1.0000000e+00   2.4261785e+02   2.0738283e+02   1.0000000e+00
   6.4064311e+02   8.1280925e+01   2.0328207e+02   1.0000000e+00   2.5084985e+02   2.0654439e+02   1.0000000e+00
   6.3137683e+02   7.9898720e+01   2.0302497e+02   1.0000000e+00   2.5749588e+02   2.0528359e+02   1.0000000e+00
